"Gene_ID","A1","A2","A3","A4","A5","A6","A10","B2","B5"
"TUBD1",109,269,338,263,187,359,362,369,297
"IL37",0,0,0,0,0,0,0,0,0
"BCKDHA",269,348,380,317,290,494,502,519,598
"ACTA1",1,10,3,6,4,12,8,14,22
"LRRIQ3",7,10,14,10,1,22,32,10,31
"RASAL3",873,1365,1878,483,637,2068,2183,1920,2699
"MIR3166",0,0,0,0,0,0,0,0,0
"SEPT4-AS1",1,4,1,0,1,3,8,3,1
"LOC101929073",0,0,0,0,0,0,0,0,0
"DNA2",82,131,125,148,203,149,162,191,198
"OR4C46",0,0,0,0,0,0,0,0,0
"CTXN3",0,0,0,0,0,0,0,0,2
"LINC00448",0,0,0,0,0,0,0,0,0
"LINC01694",1,14,9,11,0,8,2,4,10
"MTOR-AS1",0,0,1,0,0,0,0,0,0
"EBI3",0,0,0,0,1,0,0,0,7
"TSFM",88,165,206,221,276,224,185,200,192
"DHRS3",425,760,879,725,1307,763,1089,829,868
"CASS4",284,411,644,646,737,492,339,586,478
"CTD-3080P12.3",0,0,0,0,0,0,0,0,0
"MIR4699",0,0,0,0,0,0,0,0,0
"MIR4498",0,0,0,0,0,0,0,2,0
"TMEM127",770,1269,1580,1948,1612,1495,1533,1719,2209
"IER3IP1",232,418,489,418,198,543,627,512,816
"BECN2",0,0,0,0,0,0,0,0,0
"LOC102724951",0,0,0,0,0,0,0,0,0
"NARF",178,360,488,254,250,466,672,549,626
"SMC5-AS1",15,38,32,10,14,40,53,28,36
"HID1",33,86,94,116,56,135,128,103,111
"SCAF11",3314,5913,7234,7152,7744,8261,8390,8296,8392
"GINM1",232,468,689,665,838,719,625,557,663
"RPS6KL1",20,67,74,44,78,29,34,68,74
"FAM189A1",0,0,0,0,0,0,0,0,0
"HABP2",0,0,0,0,0,0,0,0,0
"CGB1",0,0,0,0,0,0,0,0,0
"SLC14A1",62,111,161,13,70,202,77,327,205
"USP17L10",0,0,0,0,0,0,0,0,0
"LOC101929371",0,0,0,0,0,0,0,0,0
"ZBTB20-AS5",0,0,0,0,2,0,0,1,0
"GNG3",2,4,3,0,0,0,0,2,2
"ATP13A4",53,47,19,3,10,51,81,18,78
"C6ORF62",2084,4109,4434,4642,3989,5491,5451,4622,6504
"RAC1",822,1255,1670,1642,1607,1756,1738,1812,2860
"LINC02338",0,0,0,0,0,0,0,0,0
"ZNF721",691,1389,1719,717,825,2045,1785,1601,1782
"ATP6V0D1",172,276,391,292,283,364,373,507,610
"TM6SF2",1,1,0,0,0,0,0,0,0
"IFIT1B",0,0,0,1,0,0,0,0,0
"LOC101928119",0,0,0,0,0,0,0,0,0
"LINC01613",0,0,0,0,0,0,0,0,0
"VIPR2",4,1,1,13,2,0,5,2,15
"MIR34A",0,0,0,0,0,0,0,0,0
"LY86",13,18,35,13,7,66,29,90,173
"QDPR",83,155,156,107,98,231,155,162,234
"LOC100130899",0,0,6,2,3,4,1,1,4
"CD83",96,126,457,606,693,231,168,285,637
"LOC647859",9,31,46,13,30,55,52,59,58
"MIR6792",0,0,0,0,0,0,0,0,0
"MIR5703",0,0,0,0,0,0,0,0,0
"LINC00694",0,1,0,3,0,5,2,5,4
"TOPAZ1",0,0,0,0,0,0,0,0,0
"CAPRIN2",210,373,709,278,260,610,698,772,975
"COQ10A",67,80,205,88,79,120,168,158,205
"ECSCR",1,4,3,2,3,4,5,1,5
"EHF",0,3,5,1,3,8,5,13,16
"ZNF491",11,32,22,2,13,49,31,27,31
"LOC105372977",0,0,0,0,0,0,0,0,0
"CEP170P1",2,12,6,0,0,7,6,10,3
"HINT1",1504,2637,3060,2955,3134,3467,3818,3158,4652
"C6ORF183",7,0,0,5,3,5,3,5,3
"QSER1",690,1479,1578,1151,975,1976,2258,1928,2227
"CXCR3",198,176,251,227,246,312,266,248,280
"GPR162",1,7,1,0,2,6,1,10,36
"LINC00680",52,143,110,77,69,118,165,157,178
"MIR4642",0,1,0,0,2,0,0,0,1
"MIR28",9,2,3,0,7,12,15,10,5
"ADGRG3",6,2,2,10,12,2,0,8,12
"MAGI1",0,0,2,0,0,7,5,3,1
"SNORD67",0,4,1,4,2,4,6,6,3
"UBE2MP1",7,15,11,9,6,12,12,11,19
"HPR",0,0,0,0,0,0,0,0,0
"LOC283194",2,2,3,4,5,14,2,17,96
"CZ1P-ASNS",9,21,16,0,6,43,18,50,35
"MUM1L1",0,0,0,0,0,0,0,0,0
"ESS2",140,199,364,358,343,269,285,303,300
"CCAR2",783,1194,1722,1465,1708,1515,1625,1642,2014
"ACSL3",459,717,1155,827,823,1195,1074,1173,1198
"ME2",871,1542,1601,935,843,2178,2141,2102,2897
"FCHSD1",217,413,760,368,433,580,492,620,633
"LINC01883",0,0,0,0,0,0,0,0,0
"GNA12",330,546,721,524,596,725,609,690,1064
"C19ORF57",2,8,8,1,5,12,4,21,13
"LINC02185",0,0,1,0,0,0,0,0,6
"CCSAP",201,764,927,1251,1077,628,809,578,690
"LINC02351",0,0,0,0,0,0,0,0,0
"USP17L26",0,0,0,0,0,0,0,0,0
"RNF25",77,145,245,234,160,232,167,165,231
"CDH7",1,0,0,0,0,0,1,1,0
"LINC02247",0,0,0,0,0,0,0,0,0
"CXCL14",0,0,0,0,0,0,0,0,0
"SERAC1",60,59,63,30,33,130,100,119,156
"MAIP1",142,257,262,343,308,312,305,312,290
"CSPG4",1,0,2,1,0,1,1,1,6
"SNORD50B",35,88,155,58,89,117,137,99,116
"POLG",670,1054,1504,907,833,1487,1646,1681,1655
"LOC101928597",0,0,4,5,0,0,0,0,0
"ZNF461",128,243,379,259,211,300,321,244,307
"WNT7B",0,0,0,0,0,0,0,0,0
"RNU6-1",0,0,0,0,0,0,0,0,0
"AEN",213,422,662,463,418,474,471,579,540
"MYBBP1A",497,802,957,492,604,1062,1151,1098,1321
"TEFM",74,137,195,148,142,195,149,168,160
"MIR5701-1",0,0,0,0,0,0,0,0,0
"TMEM185A",119,131,165,105,91,207,181,200,321
"TRIM74",0,2,1,0,1,0,1,1,2
"ITFG1",416,675,994,508,618,974,987,1126,1103
"MANEA-AS1",96,189,115,180,144,204,284,161,165
"RAB8B",1675,2603,3992,6147,5945,3648,3380,3853,4680
"DCAF12",294,415,413,366,225,807,874,782,946
"C12ORF29",150,278,316,253,281,419,357,332,442
"MIR520A",0,0,0,0,0,0,0,0,0
"TUBA8",26,20,18,43,17,47,25,77,289
"PFN1",5176,7823,8778,4415,5097,10876,11181,9577,17509
"CES5A",0,0,0,0,0,0,0,0,0
"FAM155A",0,0,0,0,0,0,0,0,0
"PCDHGB1",3,3,3,0,2,3,1,6,2
"NAGPA",95,140,214,121,125,230,185,223,247
"LINC00173",5,8,11,1,15,14,11,24,50
"ADAMTSL4-AS1",151,196,349,159,156,203,361,322,238
"NDUFAF4P1",13,19,29,41,38,31,51,27,17
"ERCC6",442,829,1230,741,812,1229,1135,1143,1228
"NBPF7",0,1,0,0,0,1,0,0,0
"UBTFL1",0,0,0,0,0,0,0,0,0
"CSNK2A1",910,1538,1719,1670,1371,2114,2138,1958,2393
"CNPY4",102,123,187,152,190,251,224,187,219
"LOC101929128",1,1,2,0,5,4,5,6,3
"LINC02297",0,0,0,0,0,0,0,0,0
"SERPINF1",20,8,6,44,14,48,8,35,88
"TSPAN11",0,0,0,0,0,0,0,0,0
"C2ORF42",186,302,383,242,247,448,500,477,447
"MIR8066",3,4,11,2,6,2,7,15,6
"EFNB1",24,40,34,44,32,76,129,152,215
"MIR101-1",0,1,2,0,2,0,0,2,0
"LOC105373064",1,2,2,1,0,4,4,6,4
"GOLGA2P2Y",0,0,0,0,0,0,0,0,0
"AS-PTPRE",5,3,5,5,5,9,3,7,3
"GUK1",304,425,729,500,480,660,614,600,842
"SAR1A",1259,2049,3244,3752,4072,2745,2842,2966,2970
"SETDB1",480,888,963,737,752,1231,1212,1201,1252
"MIR3680-1",0,0,0,0,0,0,0,0,0
"SNHG11",15,32,59,35,38,41,50,42,63
"KRT37",0,0,0,0,0,0,0,0,0
"TMEM88",4,13,19,17,29,20,18,17,26
"RPS10",11,6,17,17,11,13,21,32,13
"LINC01446",0,3,0,0,0,0,0,0,8
"GPC5-AS2",0,0,0,0,0,0,0,0,0
"SSX3",0,0,0,0,0,0,0,0,0
"CCDC70",0,0,0,0,0,0,0,0,0
"SNORA79B",24,19,33,52,32,69,47,30,41
"CCDC74B",1,0,1,0,0,0,2,2,3
"M1AP",1,0,1,3,0,0,1,8,3
"OR4P4",0,0,0,0,0,0,0,0,0
"PABPC3",374,674,664,909,636,833,1108,692,1106
"ERVK13-1",649,731,930,647,408,851,1269,1197,845
"CD163",5,5,5,13,0,19,1,169,298
"MIR548H3",0,0,0,0,0,0,0,0,0
"SLC47A2",0,0,1,0,0,0,0,0,0
"GLYCTK-AS1",0,0,0,0,0,0,0,0,1
"AP3S2",15,28,45,57,53,45,50,42,22
"TAF4B",277,638,860,331,498,841,885,795,795
"MIR6770-1",0,0,0,0,0,0,0,0,0
"MIR4777",1,0,0,0,0,0,0,0,0
"MIR448",0,0,0,0,0,0,0,0,0
"NMNAT3",25,50,47,6,8,55,57,61,82
"SNORA70H",0,0,1,0,0,0,0,0,0
"IGFL2",0,5,7,0,0,0,24,2,3
"ETV3L",0,0,0,0,0,0,0,0,0
"HSF5",84,111,207,82,113,187,207,199,251
"STARD8",5,14,11,22,13,19,19,65,140
"SIRPB1",64,58,87,38,39,247,176,391,524
"DHX30",442,833,1118,942,946,1067,1154,1117,1177
"WFDC8",0,0,0,0,0,0,0,0,0
"KCND3",0,1,2,0,2,4,0,11,32
"DYNC1LI1",292,466,644,647,524,707,750,837,954
"RNA28SN1",0,0,0,0,0,0,0,0,0
"OR3A4P",0,0,0,0,0,0,0,0,0
"AIPL1",0,0,0,0,0,0,0,0,0
"ACTL6B",0,0,0,0,0,2,0,0,0
"MIR548AJ1",0,0,0,0,0,0,0,0,0
"LOC375196",0,1,0,0,0,0,0,2,1
"CAVIN2",54,33,23,447,135,378,21,1096,8600
"FGF23",0,0,0,0,0,0,0,0,0
"MIR371B",0,0,0,0,0,0,0,1,0
"TNFSF8",1093,3018,3247,1216,1561,2735,2925,3684,2655
"LOC254028",0,0,0,0,1,0,0,0,0
"WASF1",14,8,8,7,12,27,13,33,57
"LINC00564",0,0,0,0,0,0,0,0,0
"MIR4446",9,25,15,8,24,24,21,34,8
"AGBL5-AS1",0,0,0,1,0,1,0,1,5
"HYALP1",0,0,0,0,0,0,0,0,0
"RIMS3",42,68,76,53,30,69,155,111,109
"LOC101927402",28,37,31,16,16,32,37,20,46
"KIF17",0,3,0,1,3,3,0,4,6
"ARHGAP35",1485,1928,2638,1630,1141,2847,3197,2768,3315
"CACNA1D",2,1,0,0,3,1,2,2,15
"PRR16",0,2,0,0,0,1,0,2,7
"KIRREL1-IT1",0,0,0,0,0,0,0,0,0
"TMPRSS4",1,1,0,0,0,0,0,0,0
"CERKL",0,0,1,0,0,0,0,0,0
"AEBP2",770,1218,1723,1613,1678,1765,1902,1834,2008
"LINC01343",0,0,0,0,0,0,0,0,0
"LOC101928551",0,0,0,0,0,0,0,0,0
"ACACB",518,792,877,227,448,1277,1117,1390,895
"ZNF788",3,12,6,3,3,9,3,3,10
"MMP12",0,0,0,0,0,0,0,0,0
"ATOH1",0,0,0,0,0,0,0,0,0
"PHLDB2",118,114,275,110,127,183,118,218,153
"CXORF51B",0,0,0,0,0,0,0,0,0
"TPRG1",43,19,58,31,17,51,38,27,24
"SHROOM1",1,0,0,0,0,5,0,3,21
"PPWD1",561,1063,1800,781,982,1874,1862,2013,2079
"ZNF350",277,481,917,571,544,575,539,562,533
"MOB2",242,357,601,293,295,604,493,518,664
"SEMA6A-AS1",24,27,43,10,30,61,60,60,59
"ZBTB20",3572,5836,7779,5139,6059,8026,8462,8850,8234
"TOE1",225,519,703,620,723,596,576,600,576
"FAM78B",4,6,4,0,6,13,35,15,19
"GHSR",0,0,0,1,0,0,0,0,1
"LINC00994",0,0,0,0,0,0,0,0,1
"PMS2P7",9,15,11,17,12,30,28,21,30
"ZCCHC12",0,0,0,0,0,0,0,0,0
"ARL1",389,611,840,766,532,924,917,930,956
"SMIM11B",0,0,0,0,0,0,0,0,0
"TRIM11",127,223,316,392,344,366,303,359,393
"LDLR",226,290,376,1251,937,512,539,1106,714
"USP42",519,905,1578,2159,2310,1150,1291,1242,1331
"LOC728554",188,324,265,82,219,444,501,665,359
"OPN1MW",0,0,0,0,0,0,0,0,0
"B9D1",9,10,19,32,8,13,19,17,22
"ZNF175",49,124,102,21,18,170,180,214,228
"EFCAB1",0,0,0,0,0,0,0,0,0
"LINC02126",0,0,0,0,0,0,0,0,0
"LOC727896",41,123,176,135,195,140,120,240,68
"LACRT",0,0,0,0,0,0,0,0,0
"SLC35D1",482,773,1096,832,886,1014,1099,996,1224
"MIR5195",1,0,2,0,0,0,0,0,1
"CFL2",271,657,585,853,1064,778,659,759,696
"NOS3",75,89,110,25,48,180,222,120,231
"MIR4509-1",0,0,0,0,0,0,0,0,0
"S100A10",717,844,1346,996,940,1473,1756,1360,2123
"MAB21L3",0,0,1,0,0,1,0,2,0
"SNAR-H",0,0,0,0,0,0,0,0,0
"DEFB121",0,0,0,0,0,0,0,0,0
"LINC01520",0,0,0,0,0,0,0,0,0
"LOC100507334",0,0,0,0,0,1,0,1,0
"SNORD79",4,2,9,1,1,3,3,6,2
"LOC100507156",0,0,2,1,0,0,2,0,1
"HSD17B3",1,2,5,2,4,9,6,15,48
"FAM171A1",91,165,108,53,38,226,206,248,247
"SLC1A2",0,6,1,0,1,1,1,5,6
"OR1F12",0,0,0,0,0,0,1,0,0
"LOC105376731",0,0,0,0,0,0,0,0,0
"UNC5CL",39,50,85,42,78,65,89,100,78
"UBXN2B",512,970,983,658,567,1358,1401,1241,1957
"DNMBP",147,182,253,133,112,263,249,303,346
"AFAP1L2",24,23,24,17,11,60,68,57,142
"AADAT",0,0,0,1,3,1,0,3,0
"FAM45A",258,441,746,786,818,659,527,663,628
"MIR3680-2",0,0,0,0,0,0,0,0,0
"PNMA5",0,1,0,0,0,0,2,1,0
"H2BFWT",0,0,0,0,0,0,0,0,0
"SNORA70B",12,10,24,21,29,15,19,29,21
"YBX3",55,101,93,423,158,165,361,293,713
"SLC22A18AS",0,0,0,0,2,0,0,2,1
"LOC100507516",1,0,0,0,1,0,1,1,0
"ZNF304",117,209,280,275,165,252,236,282,245
"COA6",44,88,88,84,102,106,160,112,186
"TSG1",0,0,0,0,0,0,0,0,0
"HLA-V",5,0,0,0,0,1,0,0,0
"PTMA",10158,17755,26231,26080,24051,25835,25926,20593,36986
"MIR5583-1",0,0,0,0,0,0,0,0,0
"DUS1L",245,489,798,376,338,628,664,715,1015
"LOC101927417",0,0,3,0,0,1,0,0,0
"SNAR-A2",0,0,0,0,0,0,0,0,0
"ZNF831",1489,2074,2219,1071,1005,2814,2783,2569,2664
"DNAH1",1168,1905,3445,1244,1539,2790,2794,3074,3101
"MRPS35",228,426,527,568,560,650,615,605,756
"OMD",0,0,0,0,3,0,0,0,0
"MIRLET7A1",1,10,3,4,1,2,2,2,2
"ZBTB24",474,956,1039,1132,1097,1219,1375,1305,1238
"TMEM231",22,32,34,15,34,61,40,51,41
"CASC20",0,0,0,0,0,0,0,0,0
"INSRR",1,0,1,4,1,0,0,0,0
"LPAR1",1,2,1,4,2,7,0,11,79
"ZBBX",0,0,0,2,0,0,0,0,0
"ANKRD30A",0,0,1,0,0,0,0,0,0
"TLE3",925,1442,1895,2271,2632,2068,2242,2091,2836
"FOLH1",0,0,0,0,0,0,0,0,1
"ANXA3",2,0,1,3,0,0,2,2,129
"EIF2A",1384,2596,2982,3400,2897,3575,3748,3294,4419
"KRTAP16-1",6,15,26,0,20,10,21,12,16
"VPS28",195,375,556,401,284,515,592,525,783
"IMPA1P1",1,3,0,8,2,1,10,1,3
"XXYLT1-AS2",9,11,3,5,10,2,8,5,20
"MIR4789",0,0,0,0,0,0,0,0,0
"LINC00364",0,0,0,0,0,0,0,0,0
"SPX",5,2,2,21,4,18,8,43,150
"MIPEPP3",32,11,31,2,1,17,12,24,14
"TMEM256-PLSCR3",0,0,0,0,0,0,0,0,0
"PHF21A",1085,1711,2454,1845,1657,2349,2589,2608,2956
"LOC105374060",2,1,1,1,9,6,7,9,2
"EZH1",1046,1699,2398,1728,1923,2344,2707,2554,2223
"TRIM68",80,156,177,92,80,197,188,175,235
"NAV2-AS5",0,0,0,0,0,0,0,0,0
"EDNRA",0,0,0,0,0,0,0,0,0
"TENM1",125,160,340,203,93,344,683,472,625
"LOC100288181",4,5,7,4,2,4,14,9,3
"SMG1",5305,8841,11943,8334,8742,13057,15338,14593,14965
"MIR4315-1",0,0,0,0,0,0,0,0,0
"INSL3",19,30,40,26,53,69,37,76,43
"NR3C1",3200,4212,7918,8038,9043,6421,6842,6212,5998
"PDE8A",448,656,1058,555,775,965,852,1118,688
"CHMP2A",173,345,380,417,399,491,443,433,624
"MIR4675",0,0,0,0,0,0,0,0,0
"STARD6",1,1,1,0,0,3,0,2,1
"PIK3R4",466,797,912,1188,974,1145,1341,1274,1160
"SPDYE7P",0,0,1,0,2,0,0,0,0
"NEBL-AS1",0,0,0,0,0,0,0,0,0
"LIPT2",69,155,93,80,53,145,163,143,164
"LOC100287837",0,0,0,0,0,0,0,0,0
"SLC24A2",1,0,1,0,0,1,3,1,7
"ST7-AS1",2,1,4,2,5,1,2,6,11
"USP17L11",0,0,0,0,0,0,0,0,0
"TRIM44",1410,2372,2904,837,931,3361,3715,3602,4206
"LGALS8-AS1",2,0,8,14,2,15,15,3,6
"LINC00945",0,0,0,0,0,0,0,0,0
"MIR155HG",27,39,41,35,44,52,33,39,61
"MIR6715B",0,0,0,0,0,0,0,0,0
"ACOT8",86,135,191,156,156,191,196,199,218
"AMOT",71,109,128,35,47,188,186,222,181
"MRPL32",126,208,392,270,290,315,281,312,355
"ACKR4",2,9,4,2,1,5,13,5,9
"CHD7",1251,2742,3636,1976,2765,3273,3778,3342,3317
"PFN2",94,237,81,230,101,245,266,227,154
"TRAPPC1",540,876,964,537,384,1288,1289,1208,2107
"C18ORF61",0,0,0,0,0,0,0,0,0
"MPHOSPH6",109,114,198,132,71,347,363,184,448
"RFX3-AS1",42,40,74,38,32,67,134,98,124
"AMT",14,33,91,8,17,61,47,57,135
"XKR3",0,0,0,0,0,0,0,0,0
"CEP164",280,354,559,152,209,597,679,725,633
"LOC642423",2,1,0,0,0,0,0,0,1
"LINC00184",3,1,0,0,0,0,0,0,1
"RRS1",188,300,269,304,310,410,448,405,474
"MIR4512",2,2,3,7,2,6,2,3,3
"LOC100132062",0,0,0,0,0,0,0,0,0
"PTER",402,446,562,392,278,703,863,751,710
"RETNLB",0,0,0,0,0,0,0,0,0
"LINC00639",0,1,1,0,0,3,0,0,0
"CAPN6",0,0,0,0,0,0,0,0,0
"EPS15",2354,3322,4680,3294,2996,5013,5507,4837,4904
"LOC100134391",0,0,0,0,0,0,0,0,0
"GAR1",74,163,219,182,155,221,205,221,247
"IFIT3",26,45,67,760,369,79,82,96,123
"SEPHS2",288,559,715,799,624,844,726,712,954
"MLF2",395,809,930,789,817,941,1039,1007,1539
"LOC100289361",10,17,13,7,4,5,24,14,10
"LINC01797",0,0,0,0,0,0,0,0,0
"DGKH",1097,1382,1915,694,1005,2202,2829,2968,2428
"SSSCA1-AS1",29,24,63,28,20,44,69,45,54
"MESP1",0,1,3,0,0,0,0,0,5
"RNY1",3,7,6,9,8,7,7,3,12
"CFL1",2597,3837,3782,2146,2481,5053,4397,4736,7623
"PPP2R2D",652,1164,1816,1677,1697,1395,1569,1475,2202
"TMEM168",467,842,1037,476,477,902,1032,1163,997
"SERPINA9",0,0,0,0,0,0,0,0,0
"NDUFB2",81,102,126,83,66,171,159,140,236
"SNORA103",0,0,0,0,0,0,0,0,0
"LOC101928174",0,0,0,0,0,0,0,0,0
"LOC101929319",0,0,0,0,0,0,0,0,0
"NAT8B",2,0,0,1,0,1,1,4,24
"PLG",0,3,0,0,0,0,1,0,1
"MIR892C",0,0,0,0,0,0,0,0,0
"RASGEF1A",60,62,107,52,48,85,78,79,102
"TGFBR3L",1,0,4,5,3,0,2,0,4
"HBB",9,8,38,98,32,12,8,36,5
"EBLN1",0,1,0,0,0,1,2,0,0
"TRAM2",367,433,901,486,239,749,686,992,1188
"MRPL30",315,593,555,557,388,735,825,656,880
"ADAMTS9-AS1",0,0,0,0,0,0,0,0,0
"MEMO1",283,408,640,359,353,708,644,717,975
"LEKR1",11,19,23,9,8,35,3,27,33
"MIR3687-2",0,0,0,0,0,0,0,0,0
"LOC101928323",0,0,0,1,0,0,0,0,2
"SNORA14A",5,31,45,23,8,29,28,23,37
"SMARCB1",329,518,651,403,527,792,707,722,891
"C7ORF71",0,0,0,0,0,0,0,0,2
"ARHGAP17",590,1048,1417,1028,894,1491,1463,1744,1835
"MIR4500",0,0,0,0,0,0,0,0,0
"MIR146B",0,0,0,0,0,0,0,0,0
"ATP8A2",37,75,43,14,22,121,56,64,118
"AK4",5,2,3,13,5,8,10,19,9
"LOC102723838",0,0,0,0,0,0,0,0,0
"RNF11",746,1319,1641,2890,2303,1830,1900,1997,4350
"LINC00102",0,0,0,0,0,0,0,0,0
"TCF25",624,998,1605,907,915,1600,1585,1671,2173
"SIAH2",421,684,1055,1679,1541,809,832,829,1425
"MAP7",33,58,32,36,48,117,62,39,64
"ANXA13",0,0,0,0,0,0,0,0,0
"RHPN1-AS1",1,2,1,2,0,2,0,0,2
"AEBP1",106,236,545,59,70,591,390,301,492
"TFIP11",294,569,1079,1007,577,665,679,805,612
"FIRRE",31,85,91,10,41,107,51,84,63
"LOC101927045",39,33,48,26,13,77,67,48,55
"ZZEF1",2299,3631,5643,3032,4052,4808,5214,5490,5142
"LOC101927908",0,0,0,0,0,0,0,0,0
"KCTD4",0,0,0,0,0,0,0,0,0
"ATXN8OS",0,0,0,0,0,0,0,0,0
"HIST1H4F",400,721,1162,1052,1138,1051,828,889,1686
"CDK16",352,743,1834,1323,1391,858,1135,1098,1094
"LINC00343",0,0,0,0,0,0,0,0,0
"RIN2",9,3,5,8,6,29,1,80,159
"LOC110384692",0,0,0,0,0,0,0,0,0
"MIR1825",0,0,0,0,0,0,0,0,0
"CPT2",117,262,355,247,295,361,350,237,326
"KCNK16",0,0,0,0,0,1,0,0,0
"HTR3A",1,1,0,3,1,5,0,0,2
"NDUFAF5",161,300,470,404,516,347,347,409,297
"LOC107133515",122,228,265,112,49,353,287,264,283
"C2ORF50",7,3,6,0,2,5,5,8,8
"SMAGP",34,62,100,57,56,112,121,137,173
"TIMELESS",56,124,165,54,59,220,194,218,232
"RTN2",4,4,5,4,6,11,8,16,25
"MIR153-1",0,0,0,0,0,0,0,0,0
"YTHDF3",1374,2291,3560,3949,3893,2648,2839,2873,3216
"TTTY4",0,0,0,0,0,0,0,0,0
"LOC100288798",38,59,35,32,51,117,28,41,128
"PRR23D1",0,0,0,0,0,0,0,0,0
"CD58",182,188,286,248,189,346,353,430,508
"MRFAP1L1",868,1220,1499,921,832,1817,1755,1566,1867
"PTPN22",950,1258,2277,1835,1428,2083,2160,1998,2757
"CALB1",0,0,0,0,0,0,0,0,0
"SNORA60",0,8,4,2,4,13,4,6,13
"FAM196B",0,1,0,0,0,0,0,0,0
"SERP2",2,1,0,0,0,1,2,4,4
"DENR",606,1170,1225,854,979,1699,1825,1500,1969
"KCTD3",69,135,85,25,34,191,102,144,137
"OR2B2",0,0,0,0,0,0,0,0,0
"MIR5196",0,0,0,0,0,0,0,0,0
"GAGE12G",0,0,0,0,0,0,0,0,0
"KIF14",13,31,37,35,20,48,26,49,77
"LINC01352",0,0,0,0,0,0,0,0,1
"UMODL1",13,30,17,18,22,27,13,12,32
"TLE4",1050,1657,2262,1667,2089,2625,2885,2515,2576
"KCNAB1-AS1",0,0,0,0,0,0,0,0,0
"RPP38",51,131,207,174,182,126,148,123,171
"INCENP",211,358,448,222,307,477,443,472,576
"LINC00999",49,52,104,69,64,111,82,126,110
"S100A7L2",0,0,0,0,0,0,0,0,0
"CDKN2AIP",427,995,1240,1206,1316,1245,1493,967,1333
"HADHA",1259,2426,2123,2105,1846,3046,3323,2914,3916
"LYN",246,106,311,1203,426,573,134,1337,2603
"CHST6",0,0,1,0,0,0,1,1,0
"HSPA12B",0,0,0,0,0,0,0,0,0
"DEGS2",1,0,0,0,1,0,0,4,2
"XXYLT1",100,166,171,48,47,198,196,168,280
"ZSCAN30",61,126,186,38,72,186,211,185,279
"MIR3689C",0,0,0,0,0,0,0,0,0
"CASKIN2",2,4,3,1,4,8,13,10,5
"RNF208",9,8,9,3,2,9,8,15,27
"TIGD2",48,59,85,51,46,85,123,73,107
"MIR4690",0,0,0,0,0,0,0,0,0
"MIRLET7DHG",0,0,0,0,0,0,0,0,0
"LOC100506472",21,20,17,4,11,50,37,82,38
"SLC37A3",190,302,402,298,343,425,634,577,585
"PRR3",173,397,440,380,276,409,394,325,434
"ZNF595",33,141,174,61,159,81,75,112,256
"TYMP",72,93,111,113,58,137,86,241,578
"DTX1",34,359,116,27,99,178,112,277,396
"LINC01210",0,0,0,0,0,0,0,0,0
"SNORA11E",0,0,0,0,0,0,0,0,0
"BMF",79,59,177,221,172,146,99,208,321
"MIR4722",0,0,0,0,0,0,0,0,0
"EMC3-AS1",104,225,271,268,248,258,344,300,273
"NUDT4",804,1445,2177,1981,2424,2051,2483,1676,2678
"SNORD111B",1,5,14,5,4,4,7,6,8
"TKFC",107,225,217,83,110,277,251,220,299
"ADAMTS19-AS1",0,0,0,0,0,0,0,0,0
"DAPL1",0,0,0,0,0,0,0,0,0
"MUC5AC",0,0,0,0,0,0,0,0,0
"ANKRD36C",1234,1680,3488,2367,2709,2614,3053,3494,2576
"GLS2",12,44,26,4,6,49,47,38,22
"LOC101927269",0,0,0,0,0,0,0,0,0
"SCCPDH",49,70,84,68,48,91,62,113,170
"MCM3AP",905,1509,2170,1098,1206,2204,2466,2555,2754
"ORMDL1",397,809,1216,900,920,1015,1295,1234,1742
"COMTD1",15,7,36,1,14,21,21,26,66
"MIR197",2,1,4,6,4,3,4,7,2
"RET",1,0,0,0,0,0,1,3,3
"MAGEA10",0,0,0,0,0,0,0,0,0
"PCAT5",0,0,0,0,0,0,0,0,0
"DHRS9",1,0,0,0,0,3,1,24,20
"ST3GAL5",291,527,842,803,945,712,725,850,810
"LINC00477",0,0,0,0,0,0,0,0,0
"BPIFB6",0,0,0,0,0,0,0,0,0
"MIR6859-2",0,0,0,0,0,0,0,0,0
"TMEM63B",135,172,334,265,265,265,281,331,359
"NPIPA8",11,12,16,0,12,27,25,21,12
"LOC101928266",1,1,2,5,1,0,0,0,0
"TMEM217",3,1,9,13,3,13,12,13,10
"LINC02245",6,1,3,0,0,4,3,6,9
"GOLGA8CP",0,0,0,0,0,0,0,0,0
"MGC4859",0,0,0,0,0,0,0,0,1
"SNORD115-28",0,0,0,0,0,0,0,0,0
"PRKY",1484,2598,3946,1448,1811,3825,78,4342,3546
"CYB561D1",256,495,449,282,288,617,746,673,806
"NPRL2",99,164,262,147,119,277,253,276,318
"LMNB1",268,484,723,681,618,654,596,680,847
"LOC728715",14,28,39,10,13,43,14,40,59
"LINC00658",0,0,0,0,0,0,0,0,0
"UVSSA",264,728,829,276,321,603,563,704,890
"TM2D3",302,580,775,712,721,723,823,745,689
"LOC101928618",0,0,0,0,0,0,0,0,0
"LINC00997",3,4,1,12,5,149,8,20,16
"NWD1",0,1,0,0,1,0,2,1,1
"PARVA",26,57,70,10,15,86,57,47,47
"FIP1L1",941,1606,2052,1857,1968,2191,2302,2084,2850
"LRRK2",32,46,82,53,23,211,29,712,1147
